   Run Number          Y_Requested       Y_Moved           X_Requested      X_Moved      Average_Intensity_M4    Average_Intensity_M1        
      5212            -28344            -28344            -16535            -16535        -0.04548785738        -1.824010484
      5213            -28344            -28344            -18897            -18897        -0.05820989741        -1.822475085
      5214            -28344            -28344            -21259            -21259        -0.07295744112        -1.821935495
      5215            -28344            -28344            -23621            -23621        -0.0833143761        -1.824827985
      5216            -28344            -28344            -25983            -25983        -0.08811627414        -1.829393665
      5217            -28344            -28344            -28345            -28345        -0.08663545912        -1.826327728
      5218            -28344            -28344            -30707            -30707        -0.07915567247        -1.823566576
      5219            -28344            -28344            -33069            -33069        -0.06671279038        -1.812597856
      5220            -28344            -28344            -35431            -35431        -0.05415076546        -1.825148685
      5221            -28344            -28344            -37793            -37793        -0.04080486854        -1.819577531
      5222            -30706            -30706                -1                -1        -0.008077400902        -1.816188279
      5223            -30706            -30706             -2363             -2363        -0.008629532564        -1.822151724
      5224            -30706            -30706             -4725             -4725        -0.009744861898        -1.821586009
      5225            -30706            -30706             -7087             -7087        -0.01159605635        -1.809415922
      5226            -30706            -30706             -9449             -9449        -0.0149319626        -1.82075631
      5227            -30706            -30706            -11811            -11811        -0.01996926415        -1.814446458
      5228            -30706            -30706            -14173            -14173        -0.02695800828        -1.823210419
      5229            -30706            -30706            -16535            -16535        -0.03692111531        -1.829042171
      5230            -30706            -30706            -18897            -18897        -0.04641976676        -1.816785131
      5231            -30706            -30706            -21259            -21259        -0.05783654506        -1.822017834
      5232            -30706            -30706            -23621            -23621        -0.06527933213        -1.808058443
      5233            -30706            -30706            -25983            -25983        -0.06917862671        -1.821804933
      5234            -30706            -30706            -28345            -28345        -0.06799377203        -1.815831457
      5235            -30706            -30706            -30707            -30707        -0.0623996297        -1.819786312
      5236            -30706            -30706            -33069            -33069        -0.0534444477        -1.825940596
      5237            -30706            -30706            -35431            -35431        -0.04323258491        -1.814055832
      5238            -30706            -30706            -37793            -37793        -0.03327455459        -1.818315999
      5239            -33068            -33068                 0                 0        -0.007984783531        -1.817577231
      5240            -33068            -33068             -2362             -2362        -0.00845201223        -1.831330549
      5241            -33068            -33068             -4724             -4724        -0.009321888305        -1.8308647
      5242            -33068            -33068             -7086             -7086        -0.0107724573        -1.819795386
      5243            -33068            -33068             -9448             -9448        -0.01328389911        -1.815303074
      5244            -33068            -33068            -11810            -11810        -0.01732812757        -1.828031085
      5245            -33068            -33068            -14172            -14172        -0.02259107196        -1.824026935
      5246            -33068            -33068            -16534            -16534        -0.03016493757        -1.828641041
      5247            -33068            -33068            -18896            -18896        -0.0375695353        -1.828991707
      5248            -33068            -33068            -21258            -21258        -0.04623065574        -1.830922635
      5249            -33068            -33068            -23620            -23620        -0.05206628746        -1.824650525
      5250            -33068            -33068            -25982            -25982        -0.0547409964        -1.827246589
      5251            -33068            -33068            -28344            -28344        -0.05384655575        -1.824919621
      5252            -33068            -33068            -30706            -30706        -0.04974682825        -1.832881948
      5253            -33068            -33068            -33068            -33068        -0.0427832272        -1.830128731
      5254            -33068            -33068            -35430            -35430        -0.03508726802        -1.827591997
      5255            -33068            -33068            -37792            -37792        -0.02736990544        -1.824807222
      5256            -35430            -35430                -2                -2        -0.007909496384        -1.828148421
      5257            -35430            -35430             -2364             -2364        -0.008239423526        -1.814274738
      5258            -35430            -35430             -4726             -4726        -0.008837531265        -1.825581121
      5259            -35430            -35430             -7088             -7088        -0.009898702692        -1.825173046
      5260            -35430            -35430             -9450             -9450        -0.01160837678        -1.820604904
      5261            -35430            -35430            -11812            -11812        -0.01437273501        -1.822267772
      5262            -35430            -35430            -14174            -14174        -0.01805652412        -1.831521106
      5263            -35430            -35430            -16536            -16536        -0.02317139374        -1.826185226
      5264            -35430            -35430            -18898            -18898        -0.02818226323        -1.822634642
      5265            -35430            -35430            -21260            -21260        -0.03415941807        -1.82815307
      5266            -35430            -35430            -23622            -23622        -0.03800505357        -1.815935226
      5267            -35430            -35430            -25984            -25984        -0.03983125421        -1.824791649
      5268            -35430            -35430            -28346            -28346        -0.03930986692        -1.827628264
      5269            -35430            -35430            -30708            -30708        -0.03635264799        -1.826344596
      5270            -35430            -35430            -33070            -33070        -0.03157842721        -1.818351722
      5271            -35430            -35430            -35432            -35432        -0.02645992444        -1.828740938
      5272            -35430            -35430            -37794            -37794        -0.02130569512        -1.832615012
      5273            -37792            -37792                -2                -2        -0.007869550949        -1.80992312
      5274            -37792            -37792             -2364             -2364        -0.008092862709        -1.81858344
      5275            -37792            -37792             -4726             -4726        -0.008479907592        -1.816419462
      5276            -37792            -37792             -7088             -7088        -0.009174563962        -1.82244513
      5277            -37792            -37792             -9450             -9450        -0.01034576318        -1.823921706
      5278            -37792            -37792            -11812            -11812        -0.01212465356        -1.83309387
      5279            -37792            -37792            -14174            -14174        -0.01446359927        -1.834329825
      5280            -37792            -37792            -16536            -16536        -0.0177398142        -1.834407165
      5281            -37792            -37792            -18898            -18898        -0.0209002282        -1.823866854
      5282            -37792            -37792            -21260            -21260        -0.02471242804        -1.832930332
      5283            -37792            -37792            -23622            -23622        -0.02725945135        -1.831820332
      5284            -37792            -37792            -25984            -25984        -0.02810442347        -1.818282535
      5285            -37792            -37792            -28346            -28346        -0.02774600222        -1.82077889
      5286            -37792            -37792            -30708            -30708        -0.02598010439        -1.830976885
      5287            -37792            -37792            -33070            -33070        -0.02307505017        -1.829911398
      5288            -37792            -37792            -35432            -35432        -0.01971821872        -1.829482058
      5289            -37792            -37792            -37794            -37794        -0.01643109045        -1.829533095
      5290            -18000            -18000                 0                 0        -0.007686460465        -1.818814907
      5291            -18000            -18000             -2362             -2362        -0.007691552714        -1.812591971
      5292            -18000            -18000             -4724             -4724        -0.007718596157        -1.822189856
      5293            -18000            -18000             -7086             -7086        -0.007775467083        -1.817418081
      5294            -18000            -18000             -9448             -9448        -0.00783239718        -1.81212333
      5295            -18000            -18000            -11810            -11810        -0.007946649666        -1.822594585
      5296            -18000            -18000            -14172            -14172        -0.008092599736        -1.812397503
      5297            -18000            -18000            -16534            -16534        -0.008285831537        -1.820541843
      5298            -18000            -18000            -18896            -18896        -0.008464123894        -1.812272765
      5299            -18000            -18000            -21258            -21258        -0.007660173961        0.003339047256
      5300            -18000            -18000            -23620            -23620        -0.007653282249        0.003645351193
      5301            -18000            -18000            -25982            -25982        -0.007648885921        0.004044774952
      5302            -18000            -18000            -28344            -28344        -0.007671825653        0.004344907379
      5303            -18000            -18000            -30706            -30706        -0.007659807104        0.004541468911
      5304            -18000            -18000            -33068            -33068        -0.007662304489        0.004836666491
      5305            -18000            -18000            -35430            -35430        -0.007667053481        -0.0007717104527
      5306            -18000            -18000            -37792            -37792        -0.007706246307        -0.1639758269
      5307                 0                 0            -40000            -40000        -0.01607210759        -1.81142758
      5308                 0                 0            -42362            -42362        -0.0124603586        -1.822464062
      5309                 0                 0            -44724            -44724        -0.009722009209        -1.821008423
      5310                 0                 0            -47086            -47086        -0.008387813474        -1.81959592
      5311                 0                 0            -49448            -49448        -0.007992074604        -1.825690434
      5312             -2362             -2362            -40000            -40000        -0.0204273899        -1.819381722
      5313             -2362             -2362            -42362            -42362        -0.01488829622        -1.820760334
      5314             -2362             -2362            -44724            -44724        -0.01066357042        -1.82117115
      5315             -2362             -2362            -47086            -47086        -0.008649902738        -1.812133433
      5316             -2362             -2362            -49448            -49448        -0.008070089682        -1.823725067
      5317             -4724             -4724            -40000            -40000        -0.02517413652        -1.814769711
      5318             -4724             -4724            -42362            -42362        -0.01751878128        -1.818401789
      5319             -4724             -4724            -44724            -44724        -0.01167747805        -1.825870892
      5320             -4724             -4724            -47086            -47086        -0.008919781694        -1.809137763
      5321             -4724             -4724            -49448            -49448        -0.008151333029        -1.824875507
      5322             -7086             -7086            -40000            -40000        -0.02984192171        -1.805459361
      5323             -7086             -7086            -42362            -42362        -0.02018687716        -1.808289234
      5324             -7086             -7086            -44724            -44724        -0.01273875381        -1.808362928
      5325             -7086             -7086            -47086            -47086        -0.009256085749        -1.81268044
      5326             -7086             -7086            -49448            -49448        -0.008229918323        -1.804590255
      5327             -9448             -9448            -40000            -40000        -0.03397397915        -1.804022238
      5328             -9448             -9448            -42362            -42362        -0.02249591714        -1.810108583
      5329             -9448             -9448            -44724            -44724        -0.01369637879        -1.816637623
      5330             -9448             -9448            -47086            -47086        -0.009515948272        -1.818764296
      5331             -9448             -9448            -49448            -49448        -0.008317126372        -1.819320198
      5332            -11810            -11810            -40000            -40000        -0.03769512118        -1.816477531
      5333            -11810            -11810            -42362            -42362        -0.02448251176        -1.815300038
      5334            -11810            -11810            -44724            -44724        -0.01447390766        -1.812689115
      5335            -11810            -11810            -47086            -47086        -0.009733530968        -1.814893338
      5336            -11810            -11810            -49448            -49448        -0.008405255434        -1.82315359
      5337            -14172            -14172            -40000            -40000        -0.04162028976        -1.817315996
      5338            -14172            -14172            -42362            -42362        -0.02669171596        -1.819700594
      5339            -14172            -14172            -44724            -44724        -0.01528393798        -1.810999364
      5340            -14172            -14172            -47086            -47086        -0.009963385074        -1.818892507
      5341            -14172            -14172            -49448            -49448        -0.008460414568        -1.814441287
      5342            -16534            -16534            -40000            -40000        -0.04362193604        -1.813217071
      5343            -16534            -16534            -42362            -42362        -0.02788437448        -1.819427832
      5344            -16534            -16534            -44724            -44724        -0.01576314507        -1.814639035
      5345            -16534            -16534            -47086            -47086        -0.01008228492        -1.815147766
      5346            -16534            -16534            -49448            -49448        -0.008492158775        -1.816576415
      5347            -18896            -18896            -40000            -40000        -0.04302934488        -1.812008522
      5348            -18896            -18896            -42362            -42362        -0.02751875725        -1.810903964
      5349            -18896            -18896            -44724            -44724        -0.01569525365        -1.816907887
      5350            -18896            -18896            -47086            -47086        -0.01008109433        -1.816180543
      5351            -18896            -18896            -49448            -49448        -0.008516679282        -1.811179249
      5352            -21258            -21258            -40000            -40000        -0.04150476433        -1.808354771
      5353            -21258            -21258            -42362            -42362        -0.0267760402        -1.814641095
      5354            -21258            -21258            -44724            -44724        -0.01542783935        -1.820054734
      5355            -21258            -21258            -47086            -47086        -0.01001006075        -1.817700778
      5356            -21258            -21258            -49448            -49448        -0.008491117635        -1.809174824
      5357            -23620            -23620            -40000            -40000        -0.03873667599        -1.813250807
      5358            -23620            -23620            -42362            -42362        -0.02515162618        -1.812432567
      5359            -23620            -23620            -44724            -44724        -0.01480363804        -1.820912676
      5360            -23620            -23620            -47086            -47086        -0.00984135114        -1.819641563
      5361            -23620            -23620            -49448            -49448        -0.008415517497        -1.818582367
      5362            -25982            -25982            -40000            -40000        -0.03511008637        -1.82622163
      5363            -25982            -25982            -42362            -42362        -0.02304503794        -1.813422189
      5364            -25982            -25982            -44724            -44724        -0.01385896746        -1.799303167
      5365            -25982            -25982            -47086            -47086        -0.009596773396        -1.814699413
      5366            -25982            -25982            -49448            -49448        -0.008331778181        -1.819561681
      5367            -28344            -28344            -40000            -40000        -0.03067741077        -1.823336375
      5368            -28344            -28344            -42362            -42362        -0.02066983309        -1.821973066
      5369            -28344            -28344            -44724            -44724        -0.01295495597        -1.819650579
      5370            -28344            -28344            -47086            -47086        -0.009313518157        -1.822621501
      5371            -28344            -28344            -49448            -49448        -0.008241442263        -1.821368255
      5372            -30706            -30706            -40000            -40000        -0.02531348011        -1.810941827
      5373            -30706            -30706            -42362            -42362        -0.01770137137        -1.819198691
      5374            -30706            -30706            -44724            -44724        -0.01178484162        -1.818061651
      5375            -30706            -30706            -47086            -47086        -0.008978963266        -1.814695672
      5376            -30706            -30706            -49448            -49448        -0.008124520475        -1.818834992
      5377            -33068            -33068            -40000            -40000        -0.02128258962        -1.818512602
      5378            -33068            -33068            -42362            -42362        -0.01535523479        -1.809758999
      5379            -33068            -33068            -44724            -44724        -0.01089852623        -1.817641688
      5380            -33068            -33068            -47086            -47086        -0.008706191028        -1.81540844
      5381            -33068            -33068            -49448            -49448        -0.008023966569        -1.823524553
      5382            -35430            -35430            -40000            -40000        -0.01697969148        -1.80972197
      5383            -35430            -35430            -42362            -42362        -0.01300041566        -1.815416091
      5384            -35430            -35430            -44724            -44724        -0.009903604307        -1.816173734
      5385            -35430            -35430            -47086            -47086        -0.008415230729        -1.81707213
      5386            -35430            -35430            -49448            -49448        -0.007934327505        -1.812155246
      5387            -37792            -37792            -40000            -40000        -0.01375215991        -1.815720389
      5388            -37792            -37792            -42362            -42362        -0.01118972203        -1.817055286
      5389            -37792            -37792            -44724            -44724        -0.009208321691        -1.813551402
      5390            -37792            -37792            -47086            -47086        -0.008202444407        -1.809066052
      5391            -37792            -37792            -49448            -49448        -0.007882252693        -1.810988043
