   Run Number          Y_Requested       Y_Moved           X_Requested      X_Moved      Average_Intensity_M4    Average_Intensity_M1        
      4385            -17386            -17386            -28392            -28392        -0.008509226287        -1.822831822
      4386            -18961            -18961             -3192             -3192        -0.009127907243        -1.813353028
      4387            -18961            -18961             -4767             -4767        -0.01530130546        -1.813879263
      4388            -18961            -18961             -6342             -6342        -0.0540448299        -1.820454234
      4389            -18961            -18961             -7917             -7917        -0.1434200265        -1.814404154
      4390            -18961            -18961             -9492             -9492        -0.2538616315        -1.819040398
      4391            -18961            -18961            -11067            -11067        -0.29977551        -1.817684285
      4392            -18961            -18961            -12642            -12642        -0.3025879131        -1.811627513
      4393            -18961            -18961            -14217            -14217        -0.3087089731        -1.816708738
      4394            -18961            -18961            -15792            -15792        -0.3087377672        -1.813184004
      4395            -18961            -18961            -17367            -17367        -0.307978586        -1.821817183
      4396            -18961            -18961            -18942            -18942        -0.3127134022        -1.8202492
      4397            -18961            -18961            -20517            -20517        -0.3183391962        -1.819356572
      4398            -18961            -18961            -22092            -22092        -0.2810359237        -1.823846915
      4399            -18961            -18961            -23667            -23667        -0.1534527093        -1.816232306
      4400            -18961            -18961            -25242            -25242        -0.04994548681        -1.816616863
      4401            -18961            -18961            -26817            -26817        -0.01047717342        -1.816383212
      4402            -18961            -18961            -28392            -28392        -0.008522262806        -1.823047408
      4403            -20536            -20536             -3192             -3192        -0.009129250885        -1.823445858
      4404            -20536            -20536             -4767             -4767        -0.01535143634        -1.821882454
      4405            -20536            -20536             -6342             -6342        -0.05479828248        -1.828397047
      4406            -20536            -20536             -7917             -7917        -0.1457147315        -1.825736406
      4407            -20536            -20536             -9492             -9492        -0.2558355379        -1.821886429
      4408            -20536            -20536            -11067            -11067        -0.2996134265        -1.811274835
      4409            -20536            -20536            -12642            -12642        -0.3051806951        -1.822701603
      4410            -20536            -20536            -14217            -14217        -0.3111707824        -1.826144072
      4411            -20536            -20536            -15792            -15792        -0.3092646126        -1.812772578
      4412            -20536            -20536            -17367            -17367        -0.3071815014        -1.8136881
      4413            -20536            -20536            -18942            -18942        -0.3136914406        -1.82232565
      4414            -20536            -20536            -20517            -20517        -0.3190220723        -1.8169227
      4415            -20536            -20536            -22092            -22092        -0.2821987014        -1.823230739
      4416            -20536            -20536            -23667            -23667        -0.1544856977        -1.817009719
      4417            -20536            -20536            -25242            -25242        -0.05021581122        -1.828498876
      4418            -20536            -20536            -26817            -26817        -0.01039336871        -1.82403865
      4419            -20536            -20536            -28392            -28392        -0.008481718175        -1.820704976
      4420            -22111            -22111             -3192             -3192        -0.00908024298        -1.827258364
      4421            -22111            -22111             -4767             -4767        -0.01514516596        -1.820999481
      4422            -22111            -22111             -6342             -6342        -0.05417082293        -1.804344985
      4423            -22111            -22111             -7917             -7917        -0.1465529771        -1.822102629
      4424            -22111            -22111             -9492             -9492        -0.2558497632        -1.817613106
      4425            -22111            -22111            -11067            -11067        -0.3013519604        -1.823224592
      4426            -22111            -22111            -12642            -12642        -0.3060974413        -1.831547486
      4427            -22111            -22111            -14217            -14217        -0.3101382313        -1.831938455
      4428            -22111            -22111            -15792            -15792        -0.3082607483        -1.818814526
      4429            -22111            -22111            -17367            -17367        -0.3065397116        -1.820261756
      4430            -22111            -22111            -18942            -18942        -0.3109317687        -1.815708459
      4431            -22111            -22111            -20517            -20517        -0.3181449542        -1.822376306
      4432            -22111            -22111            -22092            -22092        -0.2792509095        -1.816894913
      4433            -22111            -22111            -23667            -23667        -0.1536290252        -1.818221457
      4434            -22111            -22111            -25242            -25242        -0.04917667207        -1.815080653
      4435            -22111            -22111            -26817            -26817        -0.01022070838        -1.817515588
      4436            -22111            -22111            -28392            -28392        -0.008467457057        -1.812320786
      4437            -23686            -23686             -3192             -3192        -0.009032841474        -1.82430905
      4438            -23686            -23686             -4767             -4767        -0.01472103713        -1.810435771
      4439            -23686            -23686             -6342             -6342        -0.05411839651        -1.817594789
      4440            -23686            -23686             -7917             -7917        -0.1467620311        -1.814590639
      4441            -23686            -23686             -9492             -9492        -0.2550031703        -1.809819472
      4442            -23686            -23686            -11067            -11067        -0.3002448694        -1.818378459
      4443            -23686            -23686            -12642            -12642        -0.3025024567        -1.817552436
      4444            -23686            -23686            -14217            -14217        -0.305458931        -1.823094714
      4445            -23686            -23686            -15792            -15792        -0.3056083428        -1.821300519
      4446            -23686            -23686            -17367            -17367        -0.3041197452        -1.819629188
      4447            -23686            -23686            -18942            -18942        -0.3101825458        -1.8257602
      4448            -23686            -23686            -20517            -20517        -0.3128250746        -1.812293189
      4449            -23686            -23686            -22092            -22092        -0.2751677117        -1.819292663
      4450            -23686            -23686            -23667            -23667        -0.1490314484        -1.788538681
      4451            -23686            -23686            -25242            -25242        -0.04795143887        -1.81324243
      4452            -23686            -23686            -26817            -26817        -0.009981201233        -1.811869528
      4453            -23686            -23686            -28392            -28392        -0.008452073031        -1.80399666
      4454            -25261            -25261             -3192             -3192        -0.008943148334        -1.807346869
      4455            -25261            -25261             -4767             -4767        -0.01404849293        -1.809464764
      4456            -25261            -25261             -6342             -6342        -0.05217153188        -1.81250688
      4457            -25261            -25261             -7917             -7917        -0.1436518959        -1.807806441
      4458            -25261            -25261             -9492             -9492        -0.2514555105        -1.81837527
      4459            -25261            -25261            -11067            -11067        -0.2914284677        -1.803488922
      4460            -25261            -25261            -12642            -12642        -0.2937271984        -1.810783742
      4461            -25261            -25261            -14217            -14217        -0.2935879845        -1.808214031
      4462            -25261            -25261            -15792            -15792        -0.2941081756        -1.806890176
      4463            -25261            -25261            -17367            -17367        -0.2953852462        -1.817521261
      4464            -25261            -25261            -18942            -18942        -0.2999405489        -1.816709784
      4465            -25261            -25261            -20517            -20517        -0.3025424501        -1.81525672
      4466            -25261            -25261            -22092            -22092        -0.2619132887        -1.812109318
      4467            -25261            -25261            -23667            -23667        -0.1453555982        -1.822025359
      4468            -25261            -25261            -25242            -25242        -0.04556505695        -1.81285465
      4469            -25261            -25261            -26817            -26817        -0.009660567647        -1.810113865
      4470            -25261            -25261            -28392            -28392        -0.008391085741        -1.816815246
      4471            -26836            -26836             -3192             -3192        -0.00873434313        -1.795609877
      4472            -26836            -26836             -4767             -4767        -0.01289037821        -1.823973284
      4473            -26836            -26836             -6342             -6342        -0.04572793961        -1.815337499
      4474            -26836            -26836             -7917             -7917        -0.1272684938        -1.816502762
      4475            -26836            -26836             -9492             -9492        -0.2210370577        -1.815093622
      4476            -26836            -26836            -11067            -11067        -0.2566091414        -1.814743731
      4477            -26836            -26836            -12642            -12642        -0.2567621012        -1.816312532
      4478            -26836            -26836            -14217            -14217        -0.2571980954        -1.824227798
      4479            -26836            -26836            -15792            -15792        -0.2575634739        -1.821661026
      4480            -26836            -26836            -17367            -17367        -0.2559381346        -1.80920839
      4481            -26836            -26836            -18942            -18942        -0.2609659463        -1.82060866
      4482            -26836            -26836            -20517            -20517        -0.2611019491        -1.817721294
      4483            -26836            -26836            -22092            -22092        -0.2233247265        -1.808804201
      4484            -26836            -26836            -23667            -23667        -0.1251845689        -1.82470677
      4485            -26836            -26836            -25242            -25242        -0.03958084429        -1.81248647
      4486            -26836            -26836            -26817            -26817        -0.009277860309        -1.819270748
      4487            -26836            -26836            -28392            -28392        -0.008306874461        -1.819474287
      4488            -28411            -28411             -3192             -3192        -0.008507093748        -1.815858749
      4489            -28411            -28411             -4767             -4767        -0.0112327436        -1.821683673
      4490            -28411            -28411             -6342             -6342        -0.03290041095        -1.823168618
      4491            -28411            -28411             -7917             -7917        -0.08745408219        -1.813924356
      4492            -28411            -28411             -9492             -9492        -0.1500897156        -1.826472101
      4493            -28411            -28411            -11067            -11067        -0.1720517888        -1.818644292
      4494            -28411            -28411            -12642            -12642        -0.1716612113        -1.820431585
      4495            -28411            -28411            -14217            -14217        -0.1708617532        -1.818437254
      4496            -28411            -28411            -15792            -15792        -0.1722815104        -1.824713391
      4497            -28411            -28411            -17367            -17367        -0.1719414143        -1.815813815
      4498            -28411            -28411            -18942            -18942        -0.1750609713        -1.825696862
      4499            -28411            -28411            -20517            -20517        -0.1733930332        -1.813446017
      4500            -28411            -28411            -22092            -22092        -0.148902475        -1.822448648
      4501            -28411            -28411            -23667            -23667        -0.08361295396        -1.813221145
      4502            -28411            -28411            -25242            -25242        -0.02866400736        -1.823433909
      4503            -28411            -28411            -26817            -26817        -0.008899346371        -1.822761135
      4504            -28411            -28411            -28392            -28392        -0.00824433714        -1.823926304
      4505            -29986            -29986             -3192             -3192        -0.008291466976        -1.81902621
      4506            -29986            -29986             -4767             -4767        -0.009533175837        -1.820525284
      4507            -29986            -29986             -6342             -6342        -0.01804966941        -1.823121927
      4508            -29986            -29986             -7917             -7917        -0.03959943183        -1.822863905
      4509            -29986            -29986             -9492             -9492        -0.06325362228        -1.820429846
      4510            -29986            -29986            -11067            -11067        -0.07198208363        -1.826573844
      4511            -29986            -29986            -12642            -12642        -0.07167176289        -1.822566004
      4512            -29986            -29986            -14217            -14217        -0.07176329552        -1.823548598
      4513            -29986            -29986            -15792            -15792        -0.07277398425        -1.823929332
      4514            -29986            -29986            -17367            -17367        -0.07329064293        -1.825545557
      4515            -29986            -29986            -18942            -18942        -0.07417298682        -1.823030765
      4516            -29986            -29986            -20517            -20517        -0.07367568297        -1.816911725
      4517            -29986            -29986            -22092            -22092        -0.06326792265        -1.822916156
      4518            -29986            -29986            -23667            -23667        -0.03762910948        -1.815128978
      4519            -29986            -29986            -25242            -25242        -0.016259674        -1.820994759
      4520            -29986            -29986            -26817            -26817        -0.008482834633        -1.822290985
      4521            -29986            -29986            -28392            -28392        -0.008147394772        -1.81308655
      4522            -31561            -31561             -3192             -3192        -0.008102506761        -1.826568602
      4523            -31561            -31561             -4767             -4767        -0.008437605613        -1.819598417
      4524            -31561            -31561             -6342             -6342        -0.009810333033        -1.810495455
      4525            -31561            -31561             -7917             -7917        -0.01276411598        -1.790990966
      4526            -31561            -31561             -9492             -9492        -0.0160809697        -1.820311815
      4527            -31561            -31561            -11067            -11067        -0.01720795901        -1.808050326
      4528            -31561            -31561            -12642            -12642        -0.01723221922        -1.813645442
      4529            -31561            -31561            -14217            -14217        -0.01740163554        -1.804073394
      4530            -31561            -31561            -15792            -15792        -0.0177110918        -1.815225692
      4531            -31561            -31561            -17367            -17367        -0.01773049596        -1.816317399
      4532            -31561            -31561            -18942            -18942        -0.0176782068        -1.809556708
      4533            -31561            -31561            -20517            -20517        -0.01753807282        -1.818417015
      4534            -31561            -31561            -22092            -22092        -0.01587092501        -1.812875288
      4535            -31561            -31561            -23667            -23667        -0.01236674703        -1.822895594
      4536            -31561            -31561            -25242            -25242        -0.009421034498        -1.813697675
      4537            -31561            -31561            -26817            -26817        -0.00819101032        -1.816061501
      4538            -31561            -31561            -28392            -28392        -0.008053718889        -1.822458211
      4539            -33136            -33136             -3192             -3192        -0.007973355359        -1.823582492
      4540            -33136            -33136             -4767             -4767        -0.008067766676        -1.819372314
      4541            -33136            -33136             -6342             -6342        -0.008266219802        -1.82417484
      4542            -33136            -33136             -7917             -7917        -0.008567290789        -1.814978138
      4543            -33136            -33136             -9492             -9492        -0.008869154445        -1.818805006
      4544            -33136            -33136            -11067            -11067        -0.009015486137        -1.819007784
      4545            -33136            -33136            -12642            -12642        -0.009072120834        -1.818420156
      4546            -33136            -33136            -14217            -14217        -0.009124310405        -1.822695317
      4547            -33136            -33136            -15792            -15792        -0.00915356893        -1.815560537
      4548            -33136            -33136            -17367            -17367        -0.009141784236        -1.815576318
      4549            -33136            -33136            -18942            -18942        -0.009100870291        -1.815875659
      4550            -33136            -33136            -20517            -20517        -0.009019865064        -1.817629139
      4551            -33136            -33136            -22092            -22092        -0.00882401497        -1.815476571
      4552            -33136            -33136            -23667            -23667        -0.008489780382        -1.81927491
      4553            -33136            -33136            -25242            -25242        -0.008215706771        -1.822179714
      4554            -33136            -33136            -26817            -26817        -0.008058055397        -1.815568026
      4555            -33136            -33136            -28392            -28392        -0.007992447693        -1.819839154
      4556            -18961            -18961             -3192             -3192        -0.007933772897        -1.834457666
      4557            -18961            -18961             -4767             -4767        -0.008113874739        -1.829669253
      4558            -18961            -18961             -6342             -6342        -0.008297025601        -1.830322965
      4559            -18961            -18961             -7917             -7917        -0.008472223438        -1.83400064
      4560            -18961            -18961             -9492             -9492        -0.008604555171        -1.790637193
      4561            -18961            -18961            -11067            -11067        -0.008721600117        -1.8369909
      4562            -18961            -18961            -12642            -12642        -0.008753548205        -1.828224464
      4563            -18961            -18961            -14217            -14217        -0.008768465204        -1.838967243
      4564            -18961            -18961            -15792            -15792        -0.008769773065        -1.839255808
      4565            -18961            -18961            -17367            -17367        -0.008722022048        -1.845347707
      4566            -18961            -18961            -18942            -18942        -0.008586476507        -1.828051026
      4567            -18961            -18961            -20517            -20517        -0.008416361899        -1.834970129
      4568            -18961            -18961            -22092            -22092        -0.0082369863        -1.836420251
      4569            -18961            -18961            -23667            -23667        -0.008045061423        -1.835111409
      4570            -18961            -18961            -25242            -25242        -0.007899740517        -1.836811024
      4571            -18961            -18961            -26817            -26817        -0.007819226148        -1.837887878
      4572            -18961            -18961            -28392            -28392        -0.007783802595        -1.817522831
      4573            -18000            -17997            -28000            -27990        -0.1313498198        -1.796152097
      5001                 0                 0                 0                 0        -0.007795808902        -1.81701806
      5002                 0                 0             -2362             -2362        -0.008038811524        -1.819441158
      5003                 0                 0             -4724             -4724        -0.008524415005        -1.820406865
      5004                 0                 0             -7086             -7086        -0.009474923767        -1.820486022
      5005                 0                 0             -9448             -9448        -0.0112031043        -1.81811207
      5006                 0                 0            -11810            -11810        -0.01375546263        -1.81516318
      5007                 0                 0            -14172            -14172        -0.01700823269        -1.815095711
      5008                 0                 0            -16534            -16534        -0.02160413759        -1.826640331
      5009                 0                 0            -18896            -18896        -0.02598914158        -1.82212863
      5010                 0                 0            -21258            -21258        -0.03126565149        -1.821100464
      5011                 0                 0            -23620            -23620        -0.034778891        -1.822488262
      5012                 0                 0            -25982            -25982        -0.0364374739        -1.825207511
      5013                 0                 0            -28344            -28344        -0.03562553295        -1.810481084
      5014                 0                 0            -30706            -30706        -0.03317697489        -1.821704524
      5015                 0                 0            -33068            -33068        -0.02896297836        -1.817721422
      5016                 0                 0            -35430            -35430        -0.02415133898        -1.811324108
      5017                 0                 0            -37792            -37792        -0.01969455264        -1.829397374
      5018             -2362             -2362                -5                -5        -0.007893999093        -1.815795249
      5019             -2362             -2362             -2367             -2367        -0.008255004596        -1.819487138
      5020             -2362             -2362             -4729             -4729        -0.008972129658        -1.814370086
      5021             -2362             -2362             -7091             -7091        -0.01040052656        -1.819201649
      5022             -2362             -2362             -9453             -9453        -0.0129416537        -1.816958853
      5023             -2362             -2362            -11815            -11815        -0.01691170929        -1.820190069
      5024             -2362             -2362            -14177            -14177        -0.02196391452        -1.824986631
      5025             -2362             -2362            -16539            -16539        -0.02886009102        -1.818074392
      5026             -2362             -2362            -18901            -18901        -0.03555929466        -1.810689742
      5027             -2362             -2362            -21263            -21263        -0.04363464525        -1.812291129
      5028             -2362             -2362            -23625            -23625        -0.0491620197        -1.820543957
      5029             -2362             -2362            -25987            -25987        -0.05171216571        -1.820562859
      5030             -2362             -2362            -28349            -28349        -0.0506855397        -1.813274573
      5031             -2362             -2362            -30711            -30711        -0.04697887751        -1.827632746
      5032             -2362             -2362            -33073            -33073        -0.04042281933        -1.82786167
      5033             -2362             -2362            -35435            -35435        -0.03295584357        -1.8160708
      5034             -2362             -2362            -37797            -37797        -0.02590832591        -1.820757402
      5035             -4724             -4724                -1                -1        -0.007982423378        -1.815843085
      5036             -4724             -4724             -2363             -2363        -0.008488258176        -1.815383687
      5037             -4724             -4724             -4725             -4725        -0.009490336395        -1.814994509
      5038             -4724             -4724             -7087             -7087        -0.0113807706        -1.823046332
      5039             -4724             -4724             -9449             -9449        -0.01485986778        -1.812884447
      5040             -4724             -4724            -11811            -11811        -0.02023155033        -1.819827694
      5041             -4724             -4724            -14173            -14173        -0.02714366906        -1.816936417
      5042             -4724             -4724            -16535            -16535        -0.03682201888        -1.817136913
      5043             -4724             -4724            -18897            -18897        -0.0464490943        -1.820172814
      5044             -4724             -4724            -21259            -21259        -0.05731787747        -1.810133317
      5045             -4724             -4724            -23621            -23621        -0.0650597067        -1.815022818
      5046             -4724             -4724            -25983            -25983        -0.0689078271        -1.821648559
      5047             -4724             -4724            -28345            -28345        -0.06765411134        -1.818287254
      5048             -4724             -4724            -30707            -30707        -0.06200273392        -1.816417614
      5049             -4724             -4724            -33069            -33069        -0.05323662035        -1.828856501
      5050             -4724             -4724            -35431            -35431        -0.04297098797        -1.8209244
      5051             -4724             -4724            -37793            -37793        -0.03301128123        -1.821579618
      5052             -7086             -7086                -2                -2        -0.008097389729        -1.817829508
      5053             -7086             -7086             -2364             -2364        -0.008744626826        -1.820499726
      5054             -7086             -7086             -4726             -4726        -0.01005910083        -1.823502703
      5055             -7086             -7086             -7088             -7088        -0.01235528925        -1.809105082
      5056             -7086             -7086             -9450             -9450        -0.01684001081        -1.820571136
      5057             -7086             -7086            -11812            -11812        -0.02365531948        -1.825174795
      5058             -7086             -7086            -14174            -14174        -0.03251885679        -1.826688456
      5059             -7086             -7086            -16536            -16536        -0.04496635956        -1.8247844
      5060             -7086             -7086            -18898            -18898        -0.057355812        -1.831317152
      5061             -7086             -7086            -21260            -21260        -0.07111674788        -1.815909487
      5062             -7086             -7086            -23622            -23622        -0.08064577141        -1.811454714
      5063             -7086             -7086            -25984            -25984        -0.08547426076        -1.816641945
      5064             -7086             -7086            -28346            -28346        -0.08418537893        -1.820701197
      5065             -7086             -7086            -30708            -30708        -0.0768591621        -1.816131264
      5066             -7086             -7086            -33070            -33070        -0.06524981228        -1.81959883
      5067             -7086             -7086            -35432            -35432        -0.05233660592        -1.811643737
      5068             -7086             -7086            -37794            -37794        -0.03981673491        -1.817049037
      5069             -9448             -9448                -2                -2        -0.008171434481        -1.812237678
      5070             -9448             -9448             -2364             -2364        -0.008923303158        -1.821573719
      5071             -9448             -9448             -4726             -4726        -0.01046146037        -1.810140803
      5072             -9448             -9448             -7088             -7088        -0.01315805655        -1.814159135
      5073             -9448             -9448             -9450             -9450        -0.01831012147        -1.821018326
      5074             -9448             -9448            -11812            -11812        -0.02615388146        -1.820418272
      5075             -9448             -9448            -14174            -14174        -0.03638736609        -1.818505653
      5076             -9448             -9448            -16536            -16536        -0.05113686994        -1.819251074
      5077             -9448             -9448            -18898            -18898        -0.0652144673        -1.80931171
      5078             -9448             -9448            -21260            -21260        -0.08176164769        -1.805720035
      5079             -9448             -9448            -23622            -23622        -0.09373850474        -1.814933459
      5080             -9448             -9448            -25984            -25984        -0.09944953774        -1.816142825
      5081             -9448             -9448            -28346            -28346        -0.09830184408        -1.823832494
      5082             -9448             -9448            -30708            -30708        -0.08986973543        -1.82287759
      5083             -9448             -9448            -33070            -33070        -0.07559251774        -1.814274891
      5084             -9448             -9448            -35432            -35432        -0.06068961307        -1.810768178
      5085             -9448             -9448            -37794            -37794        -0.04565968545        -1.809653043
      5086            -11810            -11810                -2                -2        -0.008202518929        -1.825698052
      5087            -11810            -11810             -2364             -2364        -0.009083834235        -1.820474825
      5088            -11810            -11810             -4726             -4726        -0.01085112636        -1.817180329
      5089            -11810            -11810             -7088             -7088        -0.01395133097        -1.828652385
      5090            -11810            -11810             -9450             -9450        -0.01971438453        -1.823427147
      5091            -11810            -11810            -11812            -11812        -0.02844394553        -1.819434674
      5092            -11810            -11810            -14174            -14174        -0.04013739499        -1.815265623
      5093            -11810            -11810            -16536            -16536        -0.05700061561        -1.816280016
      5094            -11810            -11810            -18898            -18898        -0.07337017711        -1.811904044
      5095            -11810            -11810            -21260            -21260        -0.09265511277        -1.817321192
      5096            -11810            -11810            -23622            -23622        -0.1065935484        -1.828032066
      5097            -11810            -11810            -25984            -25984        -0.1121989331        -1.812712801
      5098            -11810            -11810            -28346            -28346        -0.1110631808        -1.822494321
      5099            -11810            -11810            -30708            -30708        -0.1015352466        -1.825321869
      5100            -11810            -11810            -33070            -33070        -0.08539075047        -1.823686737
      5101            -11810            -11810            -35432            -35432        -0.0682524892        -1.815558141
      5102            -11810            -11810            -37794            -37794        -0.0510334218        -1.816649484
      5103            -14172            -14172                -4                -4        -0.008275578998        -1.811084158
      5104            -14172            -14172             -2366             -2366        -0.009266254689        -1.823530371
      5105            -14172            -14172             -4728             -4728        -0.01126474503        -1.818382934
      5106            -14172            -14172             -7090             -7090        -0.01472557176        -1.817387393
      5107            -14172            -14172             -9452             -9452        -0.02124113822        -1.822609628
      5108            -14172            -14172            -11814            -11814        -0.03087626111        -1.80088731
      5109            -14172            -14172            -14176            -14176        -0.04436124605        -1.814594616
      5110            -14172            -14172            -16538            -16538        -0.06370308651        -1.821912795
      5111            -14172            -14172            -18900            -18900        -0.08210441576        -1.810818664
      5112            -14172            -14172            -21262            -21262        -0.1044833379        -1.825903365
      5113            -14172            -14172            -23624            -23624        -0.1190706586        -1.814794611
      5114            -14172            -14172            -25986            -25986        -0.1269957414        -1.825913364
      5115            -14172            -14172            -28348            -28348        -0.1244830776        -1.818311006
      5116            -14172            -14172            -30710            -30710        -0.1133631849        -1.816403408
      5117            -14172            -14172            -33072            -33072        -0.09524356517        -1.816946225
      5118            -14172            -14172            -35434            -35434        -0.07626806354        -1.817790234
      5119            -14172            -14172            -37796            -37796        -0.05694129855        -1.825405725
      5120            -16534            -16534                -4                -4        -0.008303561703        -1.826270211
      5121            -16534            -16534             -2366             -2366        -0.009365570904        -1.825516495
      5122            -16534            -16534             -4728             -4728        -0.01149504415        -1.827627501
      5123            -16534            -16534             -7090             -7090        -0.01518647809        -1.820389088
      5124            -16534            -16534             -9452             -9452        -0.02200996765        -1.818697607
      5125            -16534            -16534            -11814            -11814        -0.03247884449        -1.822646418
      5126            -16534            -16534            -14176            -14176        -0.04649833755        -1.817811533
      5127            -16534            -16534            -16538            -16538        -0.0669368341        -1.813861638
      5128            -16534            -16534            -18900            -18900        -0.08738871542        -1.825635684
      5129            -16534            -16534            -21262            -21262        -0.1099151569        -1.813566516
      5130            -16534            -16534            -23624            -23624        -0.1251895246        -1.799189466
      5131            -16534            -16534            -25986            -25986        -0.13428647        -1.82075029
      5132            -16534            -16534            -28348            -28348        -0.1321447958        -1.820624161
      5133            -16534            -16534            -30710            -30710        -0.1203673531        -1.818732186
      5134            -16534            -16534            -33072            -33072        -0.1009405863        -1.81883421
      5135            -16534            -16534            -35434            -35434        -0.08073995513        -1.82050201
      5136            -16534            -16534            -37796            -37796        -0.05986231758        -1.819749016
      5137            -18896            -18896                -1                -1        -0.008302954456        -1.817663224
      5138            -18896            -18896             -2363             -2363        -0.009349375061        -1.823657531
      5139            -18896            -18896             -4725             -4725        -0.0114670461        -1.828580263
      5140            -18896            -18896             -7087             -7087        -0.01514225299        -1.824786025
      5141            -18896            -18896             -9449             -9449        -0.02174545583        -1.817195793
      5142            -18896            -18896            -11811            -11811        -0.03198969952        -1.823517875
      5143            -18896            -18896            -14173            -14173        -0.04585264433        -1.822331963
      5144            -18896            -18896            -16535            -16535        -0.06606726556        -1.815477082
      5145            -18896            -18896            -18897            -18897        -0.08564834737        -1.813603306
      5146            -18896            -18896            -21259            -21259        -0.1086051554        -1.816916887
      5147            -18896            -18896            -23621            -23621        -0.1246218837        -1.817926176
      5148            -18896            -18896            -25983            -25983        -0.1311538772        -1.804281345
      5149            -18896            -18896            -28345            -28345        -0.1299663056        -1.817587289
      5150            -18896            -18896            -30707            -30707        -0.1186111673        -1.819383969
      5151            -18896            -18896            -33069            -33069        -0.09899613813        -1.811397738
      5152            -18896            -18896            -35431            -35431        -0.07950727131        -1.820124513
      5153            -18896            -18896            -37793            -37793        -0.05896765998        -1.820158776
      5154            -21258            -21258                -1                -1        -0.008310101545        -1.816183324
      5155            -21258            -21258             -2363             -2363        -0.009335530196        -1.805474132
      5156            -21258            -21258             -4725             -4725        -0.01136035227        -1.821753663
      5157            -21258            -21258             -7087             -7087        -0.01494453795        -1.82790761
      5158            -21258            -21258             -9449             -9449        -0.02122774786        -1.818464494
      5159            -21258            -21258            -11811            -11811        -0.03094313719        -1.817652295
      5160            -21258            -21258            -14173            -14173        -0.04440278117        -1.827196773
      5161            -21258            -21258            -16535            -16535        -0.06366391959        -1.815779422
      5162            -21258            -21258            -18897            -18897        -0.08289620122        -1.824312478
      5163            -21258            -21258            -21259            -21259        -0.1046356166        -1.820250327
      5164            -21258            -21258            -23621            -23621        -0.120378871        -1.826729434
      5165            -21258            -21258            -25983            -25983        -0.1270948282        -1.819765607
      5166            -21258            -21258            -28345            -28345        -0.1255398003        -1.826793165
      5167            -21258            -21258            -30707            -30707        -0.114612215        -1.829561277
      5168            -21258            -21258            -33069            -33069        -0.09547369887        -1.815772425
      5169            -21258            -21258            -35431            -35431        -0.07643060018        -1.817242182
      5170            -21258            -21258            -37793            -37793        -0.05700286453        -1.825482203
      5171            -23620            -23620                -3                -3        -0.00825214624        -1.822261718
      5172            -23620            -23620             -2365             -2365        -0.009200295752        -1.825217631
      5173            -23620            -23620             -4727             -4727        -0.01108161304        -1.818537707
      5174            -23620            -23620             -7089             -7089        -0.01433181646        -1.824257035
      5175            -23620            -23620             -9451             -9451        -0.02008768767        -1.816180722
      5176            -23620            -23620            -11813            -11813        -0.02904583147        -1.820825701
      5177            -23620            -23620            -14175            -14175        -0.04132290142        -1.824395031
      5178            -23620            -23620            -16537            -16537        -0.05912632572        -1.820711369
      5179            -23620            -23620            -18899            -18899        -0.07638039951        -1.816115771
      5180            -23620            -23620            -21261            -21261        -0.09656616154        -1.818371792
      5181            -23620            -23620            -23623            -23623        -0.1110450302        -1.824022989
      5182            -23620            -23620            -25985            -25985        -0.117452052        -1.824261597
      5183            -23620            -23620            -28347            -28347        -0.115239651        -1.817159568
      5184            -23620            -23620            -30709            -30709        -0.1052561827        -1.819838668
      5185            -23620            -23620            -33071            -33071        -0.08837424403        -1.817726311
      5186            -23620            -23620            -35433            -35433        -0.07073409392        -1.815160908
      5187            -23620            -23620            -37795            -37795        -0.05288629386        -1.823645206
      5188            -25982            -25982                -4                -4        -0.008184588904        -1.804332605
      5189            -25982            -25982             -2366             -2366        -0.009035144008        -1.827685328
      5190            -25982            -25982             -4728             -4728        -0.01071978073        -1.820957119
      5191            -25982            -25982             -7090             -7090        -0.01352866498        -1.817452246
      5192            -25982            -25982             -9452             -9452        -0.01869397115        -1.827642031
      5193            -25982            -25982            -11814            -11814        -0.0264725232        -1.817735613
      5194            -25982            -25982            -14176            -14176        -0.03700887        -1.806309334
      5195            -25982            -25982            -16538            -16538        -0.05261932735        -1.80915514
      5196            -25982            -25982            -18900            -18900        -0.06822398755        -1.820165655
      5197            -25982            -25982            -21262            -21262        -0.08641443082        -1.832126972
      5198            -25982            -25982            -23624            -23624        -0.09863001105        -1.827674655
      5199            -25982            -25982            -25986            -25986        -0.104128307        -1.826787671
      5200            -25982            -25982            -28348            -28348        -0.1026280179        -1.828995559
      5201            -25982            -25982            -30710            -30710        -0.09346771091        -1.825723804
      5202            -25982            -25982            -33072            -33072        -0.07880128976        -1.82609722
      5203            -25982            -25982            -35434            -35434        -0.06305408999        -1.818028848
      5204            -25982            -25982            -37796            -37796        -0.04748973934        -1.829621061
      5205            -28344            -28344                -1                -1        -0.008130405888        -1.821480978
      5206            -28344            -28344             -2363             -2363        -0.008861298913        -1.816012362
      5207            -28344            -28344             -4725             -4725        -0.01028155817        -1.822264756
      5208            -28344            -28344             -7087             -7087        -0.01266894334        -1.817432412
      5209            -28344            -28344             -9449             -9449        -0.01698668437        -1.826377171
      5210            -28344            -28344            -11811            -11811        -0.02354896892        -1.821086631
      5211            -28344            -28344            -14173            -14173        -0.03261087268        -1.825289703
