Date & Time               Run Number
2014-12-16-16-36-54          4423
2014-12-16-16-37-11          4424
2014-12-16-16-37-28          4425
2014-12-16-16-37-44          4426
2014-12-16-16-38-01          4427
2014-12-16-16-38-17          4428
2014-12-16-16-38-34          4429
2014-12-16-16-38-50          4430
2014-12-16-16-39-07          4431
2014-12-16-16-39-24          4432
2014-12-16-16-39-40          4433
2014-12-16-16-39-57          4434
2014-12-16-16-40-14          4435
2014-12-16-16-40-30          4436
2014-12-16-16-41-06          4437
2014-12-16-16-41-22          4438
2014-12-16-16-41-39          4439
2014-12-16-16-41-56          4440
2014-12-16-16-42-12          4441
2014-12-16-16-42-29          4442
2014-12-16-16-42-45          4443
2014-12-16-16-43-02          4444
2014-12-16-16-43-19          4445
2014-12-16-16-43-35          4446
2014-12-16-16-43-52          4447
2014-12-16-16-44-08          4448
2014-12-16-16-44-25          4449
2014-12-16-16-44-42          4450
2014-12-16-16-44-58          4451
2014-12-16-16-45-15          4452
2014-12-16-16-45-32          4453
2014-12-16-16-46-07          4454
2014-12-16-16-46-24          4455
2014-12-16-16-46-41          4456
2014-12-16-16-46-57          4457
2014-12-16-16-47-14          4458
2014-12-16-16-47-31          4459
2014-12-16-16-47-47          4460
2014-12-16-16-48-04          4461
2014-12-16-16-48-20          4462
2014-12-16-16-48-37          4463
2014-12-16-16-48-54          4464
2014-12-16-16-49-10          4465
2014-12-16-16-49-27          4466
2014-12-16-16-49-44          4467
2014-12-16-16-50-01          4468
2014-12-16-16-50-17          4469
2014-12-16-16-50-34          4470
2014-12-16-16-51-10          4471
2014-12-16-16-51-26          4472
2014-12-16-16-51-43          4473
2014-12-16-16-51-59          4474
2014-12-16-16-52-16          4475
2014-12-16-16-52-33          4476
2014-12-16-16-52-49          4477
2014-12-16-16-53-06          4478
2014-12-16-16-53-23          4479
2014-12-16-16-53-40          4480
2014-12-16-16-53-56          4481
2014-12-16-16-54-13          4482
2014-12-16-16-54-29          4483
2014-12-16-16-54-46          4484
2014-12-16-16-55-03          4485
2014-12-16-16-55-19          4486
2014-12-16-16-55-36          4487
2014-12-16-16-56-11          4488
2014-12-16-16-56-28          4489
2014-12-16-16-56-45          4490
2014-12-16-16-57-01          4491
2014-12-16-16-57-18          4492
2014-12-16-16-57-35          4493
2014-12-16-16-57-51          4494
2014-12-16-16-58-08          4495
2014-12-16-16-58-24          4496
2014-12-16-16-58-41          4497
2014-12-16-16-58-58          4498
2014-12-16-16-59-14          4499
2014-12-16-16-59-31          4500
2014-12-16-16-59-47          4501
2014-12-16-17-00-04          4502
2014-12-16-17-00-20          4503
2014-12-16-17-00-37          4504
2014-12-16-17-01-12          4505
2014-12-16-17-01-29          4506
2014-12-16-17-01-46          4507
2014-12-16-17-02-02          4508
2014-12-16-17-02-19          4509
2014-12-16-17-02-36          4510
2014-12-16-17-02-52          4511
2014-12-16-17-03-09          4512
2014-12-16-17-03-26          4513
2014-12-16-17-03-42          4514
2014-12-16-17-03-59          4515
2014-12-16-17-04-16          4516
2014-12-16-17-04-32          4517
2014-12-16-17-04-49          4518
2014-12-16-17-05-05          4519
2014-12-16-17-05-22          4520
2014-12-16-17-05-38          4521
2014-12-16-17-06-14          4522
2014-12-16-17-06-31          4523
2014-12-16-17-06-47          4524
2014-12-16-17-07-04          4525
2014-12-16-17-07-21          4526
2014-12-16-17-07-37          4527
2014-12-16-17-07-54          4528
2014-12-16-17-08-11          4529
2014-12-16-17-08-27          4530
2014-12-16-17-08-44          4531
2014-12-16-17-09-01          4532
2014-12-16-17-09-17          4533
2014-12-16-17-09-34          4534
2014-12-16-17-09-51          4535
2014-12-16-17-10-07          4536
2014-12-16-17-10-24          4537
2014-12-16-17-10-41          4538
2014-12-16-17-11-16          4539
2014-12-16-17-11-33          4540
2014-12-16-17-11-50          4541
2014-12-16-17-12-06          4542
2014-12-16-17-12-23          4543
2014-12-16-17-12-39          4544
2014-12-16-17-12-56          4545
2014-12-16-17-13-13          4546
2014-12-16-17-13-29          4547
2014-12-16-17-13-46          4548
2014-12-16-17-14-02          4549
2014-12-16-17-14-19          4550
2014-12-16-17-14-36          4551
2014-12-16-17-14-53          4552
2014-12-16-17-15-09          4553
2014-12-16-17-15-26          4554
2014-12-16-17-15-43          4555
2014-12-16-17-32-23          4556
2014-12-16-17-32-40          4557
2014-12-16-17-32-56          4558
2014-12-16-17-33-13          4559
2014-12-16-17-33-30          4560
2014-12-16-17-33-46          4561
2014-12-16-17-34-03          4562
2014-12-16-17-34-19          4563
2014-12-16-17-34-36          4564
2014-12-16-17-34-53          4565
2014-12-16-17-35-09          4566
2014-12-16-17-35-26          4567
2014-12-16-17-35-43          4568
2014-12-16-17-35-59          4569
2014-12-16-17-36-16          4570
2014-12-16-17-36-33          4571
2014-12-16-17-36-49          4572
2014-12-16-19-14-17          4573
2014-12-16-19-21-29          5001
2014-12-16-19-21-47          5002
2014-12-16-19-22-05          5003
2014-12-16-19-22-22          5004
2014-12-16-19-22-40          5005
2014-12-16-19-22-58          5006
2014-12-16-19-23-15          5007
2014-12-16-19-23-33          5008
2014-12-16-19-23-51          5009
2014-12-16-19-24-09          5010
2014-12-16-19-24-26          5011
2014-12-16-19-24-44          5012
2014-12-16-19-25-02          5013
2014-12-16-19-25-19          5014
2014-12-16-19-25-37          5015
2014-12-16-19-25-55          5016
2014-12-16-19-26-12          5017
2014-12-16-19-26-56          5018
2014-12-16-19-27-13          5019
2014-12-16-19-27-31          5020
2014-12-16-19-27-49          5021
2014-12-16-19-28-06          5022
2014-12-16-19-28-24          5023
2014-12-16-19-28-42          5024
2014-12-16-19-28-59          5025
2014-12-16-19-29-17          5026
2014-12-16-19-29-35          5027
2014-12-16-19-29-52          5028
2014-12-16-19-30-10          5029
2014-12-16-19-30-27          5030
2014-12-16-19-30-45          5031
2014-12-16-19-31-03          5032
2014-12-16-19-31-21          5033
2014-12-16-19-31-38          5034
2014-12-16-19-32-22          5035
2014-12-16-19-32-39          5036
2014-12-16-19-32-57          5037
2014-12-16-19-33-15          5038
2014-12-16-19-33-32          5039
2014-12-16-19-33-50          5040
2014-12-16-19-34-07          5041
2014-12-16-19-34-25          5042
2014-12-16-19-34-42          5043
2014-12-16-19-35-00          5044
2014-12-16-19-35-17          5045
2014-12-16-19-35-35          5046
2014-12-16-19-35-53          5047
2014-12-16-19-36-10          5048
2014-12-16-19-36-28          5049
2014-12-16-19-36-45          5050
2014-12-16-19-37-03          5051
2014-12-16-19-37-47          5052
2014-12-16-19-38-04          5053
2014-12-16-19-38-22          5054
2014-12-16-19-38-40          5055
2014-12-16-19-38-57          5056
2014-12-16-19-39-15          5057
2014-12-16-19-39-33          5058
2014-12-16-19-39-50          5059
2014-12-16-19-40-08          5060
2014-12-16-19-40-26          5061
2014-12-16-19-40-43          5062
2014-12-16-19-41-01          5063
2014-12-16-19-41-19          5064
2014-12-16-19-41-36          5065
2014-12-16-19-41-54          5066
2014-12-16-19-42-12          5067
2014-12-16-19-42-29          5068
2014-12-16-19-43-13          5069
2014-12-16-19-43-31          5070
2014-12-16-19-43-48          5071
2014-12-16-19-44-06          5072
2014-12-16-19-44-23          5073
2014-12-16-19-44-41          5074
2014-12-16-19-44-59          5075
2014-12-16-19-45-16          5076
2014-12-16-19-45-34          5077
2014-12-16-19-45-51          5078
2014-12-16-19-46-09          5079
2014-12-16-19-46-27          5080
2014-12-16-19-46-44          5081
2014-12-16-19-47-02          5082
2014-12-16-19-47-19          5083
2014-12-16-19-47-37          5084
2014-12-16-19-47-55          5085
2014-12-16-19-48-39          5086
2014-12-16-19-48-56          5087
2014-12-16-19-49-14          5088
2014-12-16-19-49-32          5089
2014-12-16-19-49-49          5090
2014-12-16-19-50-07          5091
2014-12-16-19-50-24          5092
2014-12-16-19-50-42          5093
2014-12-16-19-50-59          5094
2014-12-16-19-51-17          5095
2014-12-16-19-51-35          5096
2014-12-16-19-51-52          5097
2014-12-16-19-52-10          5098
2014-12-16-19-52-28          5099
2014-12-16-19-52-45          5100
2014-12-16-19-53-03          5101
2014-12-16-19-53-20          5102
2014-12-16-19-54-04          5103
2014-12-16-19-54-22          5104
2014-12-16-19-54-39          5105
2014-12-16-19-54-57          5106
2014-12-16-19-55-14          5107
2014-12-16-19-55-32          5108
2014-12-16-19-55-50          5109
2014-12-16-19-56-08          5110
2014-12-16-19-56-25          5111
2014-12-16-19-56-43          5112
2014-12-16-19-57-00          5113
2014-12-16-19-57-18          5114
2014-12-16-19-57-35          5115
2014-12-16-19-57-53          5116
2014-12-16-19-58-11          5117
2014-12-16-19-58-28          5118
2014-12-16-19-58-46          5119
2014-12-16-19-59-30          5120
2014-12-16-19-59-47          5121
2014-12-16-20-00-05          5122
2014-12-16-20-00-22          5123
2014-12-16-20-00-40          5124
2014-12-16-20-00-57          5125
2014-12-16-20-01-15          5126
2014-12-16-20-01-33          5127
2014-12-16-20-01-50          5128
2014-12-16-20-02-08          5129
2014-12-16-20-02-26          5130
2014-12-16-20-02-43          5131
2014-12-16-20-03-01          5132
2014-12-16-20-03-18          5133
2014-12-16-20-03-36          5134
2014-12-16-20-03-53          5135
2014-12-16-20-04-11          5136
2014-12-16-20-04-54          5137
2014-12-16-20-05-12          5138
2014-12-16-20-05-30          5139
2014-12-16-20-05-47          5140
2014-12-16-20-06-05          5141
2014-12-16-20-06-23          5142
2014-12-16-20-06-40          5143
2014-12-16-20-06-58          5144
2014-12-16-20-07-16          5145
2014-12-16-20-07-33          5146
2014-12-16-20-07-51          5147
2014-12-16-20-08-09          5148
2014-12-16-20-08-27          5149
2014-12-16-20-08-44          5150
2014-12-16-20-09-02          5151
2014-12-16-20-09-20          5152
2014-12-16-20-09-37          5153
2014-12-16-20-10-21          5154
2014-12-16-20-10-38          5155
2014-12-16-20-10-56          5156
2014-12-16-20-11-14          5157
2014-12-16-20-11-31          5158
2014-12-16-20-11-49          5159
2014-12-16-20-12-06          5160
2014-12-16-20-12-24          5161
2014-12-16-20-12-42          5162
2014-12-16-20-12-59          5163
2014-12-16-20-13-17          5164
2014-12-16-20-13-34          5165
2014-12-16-20-13-52          5166
2014-12-16-20-14-09          5167
2014-12-16-20-14-27          5168
2014-12-16-20-14-44          5169
2014-12-16-20-15-02          5170
2014-12-16-20-15-45          5171
2014-12-16-20-16-03          5172
2014-12-16-20-16-21          5173
2014-12-16-20-16-39          5174
2014-12-16-20-16-57          5175
2014-12-16-20-17-14          5176
2014-12-16-20-17-32          5177
2014-12-16-20-17-50          5178
2014-12-16-20-18-07          5179
2014-12-16-20-18-25          5180
2014-12-16-20-18-43          5181
2014-12-16-20-19-00          5182
2014-12-16-20-19-18          5183
2014-12-16-20-19-36          5184
2014-12-16-20-19-53          5185
2014-12-16-20-20-11          5186
2014-12-16-20-20-28          5187
2014-12-16-20-21-12          5188
2014-12-16-20-21-30          5189
2014-12-16-20-21-47          5190
2014-12-16-20-22-05          5191
2014-12-16-20-22-23          5192
2014-12-16-20-22-41          5193
2014-12-16-20-22-58          5194
2014-12-16-20-23-16          5195
2014-12-16-20-23-34          5196
2014-12-16-20-23-51          5197
2014-12-16-20-24-09          5198
2014-12-16-20-24-26          5199
2014-12-16-20-24-44          5200
2014-12-16-20-25-02          5201
2014-12-16-20-25-19          5202
2014-12-16-20-25-37          5203
2014-12-16-20-25-55          5204
2014-12-16-20-26-38          5205
2014-12-16-20-26-56          5206
2014-12-16-20-27-13          5207
2014-12-16-20-27-31          5208
2014-12-16-20-27-49          5209
2014-12-16-20-28-06          5210
2014-12-16-20-28-24          5211
2014-12-16-20-28-41          5212
2014-12-16-20-28-59          5213
2014-12-16-20-29-17          5214
2014-12-16-20-29-34          5215
2014-12-16-20-29-52          5216
2014-12-16-20-30-10          5217
2014-12-16-20-30-27          5218
2014-12-16-20-30-45          5219
2014-12-16-20-31-03          5220
2014-12-16-20-31-20          5221
2014-12-16-20-32-04          5222
2014-12-16-20-32-22          5223
2014-12-16-20-32-39          5224
2014-12-16-20-32-57          5225
2014-12-16-20-33-15          5226
2014-12-16-20-33-32          5227
2014-12-16-20-33-50          5228
2014-12-16-20-34-07          5229
2014-12-16-20-34-25          5230
2014-12-16-20-34-43          5231
2014-12-16-20-35-00          5232
2014-12-16-20-35-18          5233
2014-12-16-20-35-36          5234
2014-12-16-20-35-53          5235
2014-12-16-20-36-11          5236
2014-12-16-20-36-28          5237
2014-12-16-20-36-46          5238
2014-12-16-20-37-30          5239
2014-12-16-20-37-47          5240
2014-12-16-20-38-05          5241
2014-12-16-20-38-22          5242
2014-12-16-21-00-06          5239
2014-12-16-21-00-23          5240
2014-12-16-21-00-41          5241
2014-12-16-21-00-58          5242
2014-12-16-21-01-16          5243
2014-12-16-21-01-33          5244
2014-12-16-21-01-51          5245
2014-12-16-21-02-08          5246
2014-12-16-21-02-26          5247
2014-12-16-21-02-43          5248
2014-12-16-21-03-01          5249
2014-12-16-21-03-18          5250
2014-12-16-21-03-36          5251
2014-12-16-21-03-53          5252
2014-12-16-21-04-11          5253
2014-12-16-21-04-28          5254
2014-12-16-21-04-45          5255
2014-12-16-21-05-29          5256
2014-12-16-21-05-46          5257
2014-12-16-21-06-04          5258
2014-12-16-21-06-21          5259
2014-12-16-21-06-39          5260
2014-12-16-21-06-56          5261
2014-12-16-21-07-14          5262
2014-12-16-21-07-31          5263
2014-12-16-21-07-49          5264
2014-12-16-21-08-06          5265
2014-12-16-21-08-24          5266
2014-12-16-21-08-42          5267
2014-12-16-21-08-59          5268
2014-12-16-21-09-17          5269
2014-12-16-21-09-34          5270
2014-12-16-21-09-52          5271
2014-12-16-21-10-09          5272
2014-12-16-21-10-53          5273
2014-12-16-21-11-10          5274
2014-12-16-21-11-28          5275
2014-12-16-21-11-45          5276
2014-12-16-21-12-02          5277
2014-12-16-21-12-20          5278
2014-12-16-21-12-37          5279
2014-12-16-21-12-55          5280
2014-12-16-21-13-12          5281
2014-12-16-21-13-30          5282
2014-12-16-21-13-47          5283
2014-12-16-21-14-05          5284
2014-12-16-21-14-22          5285
2014-12-16-21-14-40          5286
2014-12-16-21-14-57          5287
2014-12-16-21-15-15          5288
2014-12-16-21-15-32          5289
